temp,time_hours_interp,hanliang_log10,数据类型
15,16.833333333333332,1.1686804447854386,原始实测
15,16.916666666666664,1.1743145386109026,原始实测
15,17,1.1799486324363668,原始实测
15,17.083333333333332,1.1855827262618308,原始实测
15,17.166666666666664,1.1912168200872948,原始实测
15,17.25,1.1968509139127588,原始实测
15,17.333333333333332,1.2024850077382228,原始实测
15,17.416666666666664,1.2081191015636867,原始实测
15,17.5,1.213753195389151,原始实测
15,17.583333333333332,1.219387289214615,原始实测
15,17.666666666666664,1.225021383040079,原始实测
15,17.75,1.2306554768655429,原始实测
15,17.833333333333332,1.2362895706910069,原始实测
15,17.916666666666664,1.2419236645164708,原始实测
15,18,1.247557758341935,原始实测
15,18.08333333333333,1.2531918521673988,原始实测
15,18.166666666666664,1.2588259459928628,原始实测
15,18.25,1.264460039818327,原始实测
15,18.33333333333333,1.270094133643791,原始实测
15,18.416666666666664,1.275728227469255,原始实测
15,18.5,1.281362321294719,原始实测
15,18.58333333333333,1.286996415120183,原始实测
15,18.666666666666664,1.292630508945647,原始实测
15,18.75,1.298264602771111,原始实测
15,18.83333333333333,1.303898696596575,原始实测
15,18.916666666666664,1.309532790422039,原始实测
15,19,1.315166884247503,原始实测
15,19.08333333333333,1.320800978072967,原始实测
15,19.166666666666664,1.326435071898431,原始实测
15,19.25,1.3320691657238952,原始实测
15,19.33333333333333,1.3377032595493592,原始实测
15,19.416666666666664,1.343337353374823,原始实测
15,19.5,1.3489714472002872,原始实测
15,19.58333333333333,1.3546055410257511,原始实测
15,19.666666666666664,1.3602396348512151,原始实测
15,19.75,1.365873728676679,原始实测
15,19.83333333333333,1.371507822502143,原始实测
15,19.916666666666664,1.377141916327607,原始实测
15,20,1.3827760101530713,原始实测
15,20.08333333333333,1.3884101039785353,原始实测
15,20.166666666666664,1.3940441978039992,原始实测
15,20.25,1.3996782916294632,原始实测
15,20.33333333333333,1.4053123854549272,原始实测
15,20.416666666666664,1.4109464792803912,原始实测
15,20.5,1.4165805731058554,原始实测
15,20.58333333333333,1.4222146669313194,原始实测
15,20.666666666666664,1.4278487607567831,原始实测
15,20.75,1.4334828545822471,原始实测
15,20.83333333333333,1.439116948407711,原始实测
15,20.916666666666664,1.4447510422331753,原始实测
15,21,1.4503851360586395,原始实测
15,21.08333333333333,1.4560192298841033,原始实测
15,21.166666666666664,1.4616533237095672,原始实测
15,21.25,1.4672874175350314,原始实测
15,21.33333333333333,1.4729215113604954,原始实测
15,21.416666666666664,1.4785556051859592,原始实测
15,21.5,1.4841896990114234,原始实测
15,21.58333333333333,1.4898237928368874,原始实测
15,21.666666666666664,1.4954578866623514,原始实测
15,21.75,1.5010919804878156,原始实测
15,21.83333333333333,1.5067260743132795,原始实测
15,21.916666666666664,1.5123601681387433,原始实测
15,22,1.5179942619642075,原始实测
15,22.08333333333333,1.5236283557896717,原始实测
15,22.166666666666664,1.5292624496151357,原始实测
15,22.25,1.5348965434405997,原始实测
15,22.33333333333333,1.5405306372660634,原始实测
15,22.416666666666664,1.5461647310915274,原始实测
15,22.5,1.5517988249169916,原始实测
15,22.58333333333333,1.5574329187424556,原始实测
15,22.666666666666664,1.5630670125679194,原始实测
15,22.75,1.5687011063933836,原始实测
15,22.83333333333333,1.5743352002188475,原始实测
15,22.916666666666664,1.5799692940443115,原始实测
15,23,1.5856033878697755,原始实测
15,23.08333333333333,1.5912374816952397,原始实测
15,23.166666666666664,1.5968715755207037,原始实测
15,23.25,1.6025056693461677,原始实测
15,23.33333333333333,1.6081397631716317,原始实测
15,23.416666666666664,1.6137738569970956,原始实测
15,23.5,1.6194079508225596,原始实测
15,23.58333333333333,1.6250420446480236,原始实测
